loanId,payFrequency,apr,nPaidOff,loanAmount,originallyScheduledPaymentAmount,state,leadType,leadCost,fpStatus,hasCF,default,timeToApprove,clearfraudscore
LL-I-03907662,0,590.0,0.0,400.0,1140.65,27,0,3,1,1,1,4.0,537.0
LL-I-05274358,0,590.0,0.0,400.0,1076.86,27,0,3,1,1,0,0.0,514.0
LL-I-17858790,4,360.0,0.0,300.0,641.76,12,4,10,1,1,0,0.0,791.0
LL-I-16539580,3,515.0,3.0,700.0,1902.34,10,8,0,1,1,0,19.0,762.0
LL-I-01180493,0,390.0,0.0,300.0,681.43,34,0,6,3,1,0,5.0,588.0
LL-I-14577466,0,645.0,0.0,600.0,2107.17,24,4,25,1,1,0,1.0,751.0
LL-I-16005688,0,650.0,0.0,700.0,2445.39,27,0,3,1,1,0,24.0,734.0
LL-I-05288913,4,650.0,0.0,350.0,1078.2,13,0,3,1,1,0,0.0,641.0
LL-I-04327635,0,449.99,0.0,350.0,575.77,38,0,6,1,1,0,1.0,483.0
LL-I-09067137,0,404.991,2.0,600.0,993.89,38,6,0,1,1,0,65.0,583.0
LL-I-06823236,4,601.0,0.0,600.0,1790.34,21,6,0,3,1,0,22.0,685.0
LL-I-15629118,3,645.0,0.0,400.0,1199.45,7,0,3,1,1,0,0.0,733.0
LL-I-13076090,4,590.0,0.0,400.0,1258.39,13,0,3,1,1,0,11.0,642.0
LL-I-10822022,0,360.0,0.0,800.0,1657.39,12,4,60,1,1,1,1.0,855.0
LL-I-18431408,2,645.0,0.0,400.0,1192.46,29,4,40,1,1,0,5.0,609.0
LL-I-03327482,4,360.0,0.0,900.0,1850.23,12,4,6,1,1,0,7.0,877.0
LL-I-08629555,4,360.0,0.0,350.0,769.56,12,0,3,1,1,0,4.0,534.0
LL-I-07938833,0,601.0,0.0,800.0,2316.36,21,0,6,1,1,0,2.0,636.0
LL-I-10007672,4,625.0,0.0,300.0,994.85,27,0,10,1,1,0,27.0,710.0
LL-I-09261275,0,251.0,0.0,2600.0,6722.88,3,7,0,1,1,0,2.0,817.0
LL-I-04294937,0,601.0,0.0,600.0,1785.67,21,0,10,3,1,0,0.0,527.0
LL-I-18473527,4,360.0,0.0,600.0,1307.43,12,4,25,1,1,0,19.0,698.0
LL-I-12160761,0,590.0,0.0,350.0,1045.64,38,0,6,1,1,0,50.0,476.0
LL-I-13117204,4,645.0,0.0,1000.0,3379.41,22,0,3,1,1,0,23.0,767.0
LL-I-18160545,4,590.0,1.0,500.0,1534.3,13,6,0,1,1,0,4.0,681.0
LL-I-09893063,0,681.0,0.0,300.0,953.8,27,0,3,1,1,0,50.0,803.0
LL-I-12493630,0,590.0,0.0,600.0,1798.92,15,4,6,3,1,0,0.0,703.0
LL-I-13197987,0,400.0,0.0,550.0,1288.08,32,7,0,1,1,0,19.0,835.0
LL-I-14434404,4,680.0,0.0,400.0,1427.32,34,0,3,1,1,0,153.0,550.0
LL-I-16321078,0,590.0,0.0,350.0,1056.73,27,0,3,3,1,0,2.0,564.0
LL-I-10224231,0,199.0,0.0,3000.0,6683.77,3,7,0,1,1,0,22.0,933.0
LL-I-12493206,0,590.0,0.0,375.0,1101.38,13,4,6,1,1,0,0.0,681.0
LL-I-14631293,0,645.0,0.0,750.0,2634.05,16,4,25,1,1,0,0.0,715.0
LL-I-02582276,0,360.0,0.0,450.0,896.44,12,4,100,1,1,0,0.0,771.0
LL-I-17082968,4,360.0,0.0,600.0,1335.33,12,4,40,3,1,0,0.0,647.0
LL-I-08490085,0,625.0,0.0,350.0,1153.78,33,0,10,3,1,0,4.0,535.0
LL-I-17846665,4,590.0,0.0,600.0,1868.47,27,4,40,1,1,0,17.0,692.0
LL-I-15243996,0,590.0,0.0,600.0,1787.13,17,0,3,1,1,0,4.0,523.0
LL-I-12213001,0,590.0,0.0,450.0,1292.94,23,0,3,1,1,0,1.0,454.0
LL-I-17729323,4,625.0,0.0,700.0,2321.93,27,4,40,3,1,0,0.0,760.0
LL-I-13353223,4,650.0,0.0,300.0,1033.78,13,4,25,1,1,0,0.0,696.0
LL-I-17980624,0,590.0,0.0,300.0,978.95,19,4,25,3,1,0,0.0,620.0
LL-I-12204516,4,590.0,0.0,350.0,1081.47,29,0,3,4,1,0,5.0,355.0
LL-I-11870404,0,590.0,1.0,300.0,855.11,13,6,0,1,1,0,0.0,660.0
LL-I-12111345,0,390.0,0.0,1500.0,3356.6,19,0,3,1,1,0,53.0,690.0
LL-I-08440689,0,324.0,1.0,500.0,975.99,12,6,0,1,1,0,17.0,757.0
LL-I-03667805,0,360.0,0.0,600.0,1270.88,12,4,100,1,1,0,151.0,757.0
LL-I-04444147,0,590.0,0.0,500.0,1425.34,33,0,3,1,1,0,13.0,500.0
LL-I-06169963,4,590.0,0.0,700.0,2104.1,13,4,40,1,1,0,3.0,854.0
LL-I-08358552,0,360.0,0.0,500.0,1139.89,12,7,0,1,1,0,33.0,833.0
LL-I-06573359,0,590.0,0.0,600.0,1825.91,19,4,40,1,1,0,3.0,808.0
LL-I-04647224,4,390.0,1.0,1050.0,2351.13,19,6,0,1,1,0,30.0,774.0
LL-I-04949395,4,390.0,3.0,500.0,1108.82,19,6,0,1,1,0,0.0,774.0
LL-I-01570783,0,390.0,0.0,300.0,632.18,19,6,6,1,1,0,12.0,774.0
LL-I-10294715,0,681.0,0.0,300.0,1016.36,17,0,10,1,1,0,23.0,436.0
LL-I-10040148,0,531.0,1.0,500.0,1322.63,27,6,0,1,1,0,15.0,516.0
LL-I-12537185,3,590.0,1.0,800.0,2324.65,7,6,0,3,1,0,0.0,669.0
LL-I-12119341,3,590.0,0.0,700.0,2085.75,7,6,0,1,1,0,0.0,669.0
LL-I-08695934,2,390.0,0.0,1500.0,3108.94,19,0,10,1,1,0,14.0,639.0
LL-I-16286183,3,359.0,0.0,500.0,1020.3,36,0,3,1,1,0,0.0,789.0
LL-I-12411460,0,590.0,0.0,800.0,2432.08,2,0,3,3,1,0,0.0,737.0
LL-I-13291196,0,645.0,0.0,500.0,1632.06,10,4,10,1,1,0,0.0,631.0
LL-I-11194124,0,199.0,0.0,3000.0,6584.73,3,7,0,1,1,0,11.0,779.0
LL-I-16494756,0,490.0,0.0,500.0,1398.25,19,0,3,1,1,0,11.0,726.0
LL-I-17826203,0,360.0,0.0,1000.0,2090.87,12,4,40,1,1,0,0.0,791.0
LL-I-04040626,0,360.0,0.0,325.0,694.42,12,0,6,5,1,0,70.0,620.0
LL-I-12563880,4,645.0,0.0,1500.0,5143.48,15,0,3,1,1,0,6.0,699.0
LL-I-12596596,4,590.0,0.0,400.0,1264.74,17,0,3,1,1,0,18.0,596.0
LL-I-12418583,0,590.0,0.0,950.0,3085.19,6,0,3,1,1,0,72.0,714.0
LL-I-16097115,0,645.0,1.0,450.0,1572.31,7,6,0,1,1,0,0.0,684.0
LL-I-04068107,0,490.0,0.0,500.0,1218.19,19,4,75,1,1,0,0.0,774.0
LL-I-12227575,4,590.0,0.0,350.0,1113.56,28,0,3,1,1,0,19.0,762.0
LL-I-12654590,4,645.0,0.0,350.0,1182.21,2,4,6,1,1,0,0.0,751.0
LL-I-06927832,0,650.0,1.0,400.0,1230.67,27,6,0,1,1,0,6.0,504.0
LL-I-01100046,0,475.0,0.0,300.0,707.54,27,6,3,1,1,0,21.0,715.0
LL-I-16470502,0,590.0,0.0,750.0,2202.65,27,4,25,1,1,0,0.0,718.0
LL-I-16376773,0,449.99,1.0,750.0,1989.66,38,6,0,1,1,0,0.0,805.0
LL-I-08270801,0,590.0,0.0,400.0,1265.93,17,0,3,3,1,0,0.0,542.0
LL-I-18527426,4,680.0,0.0,1000.0,3624.45,34,4,25,1,1,0,0.0,649.0
LL-I-08120883,0,360.0,0.0,400.0,836.39,12,4,60,1,1,0,0.0,781.0
LL-I-09794556,4,501.5,1.0,500.0,1382.8,13,6,0,0,1,0,73.0,630.0
LL-I-07045813,0,590.0,0.0,400.0,1230.2,19,4,25,3,1,0,15.0,750.0
LL-I-09476563,4,540.0,1.0,900.0,2625.54,21,6,0,1,1,0,3.0,747.0
LL-I-13859807,4,645.0,0.0,1250.0,4307.65,14,4,6,1,1,0,0.0,807.0
LL-I-14274655,0,645.0,0.0,500.0,1608.08,2,6,0,1,1,0,22.0,607.0
LL-I-07462478,4,360.0,0.0,500.0,1061.21,12,7,0,1,1,1,0.0,752.0
LL-I-17304606,3,600.0,0.0,700.0,2255.1,31,4,25,1,1,0,114.0,687.0
LL-I-02010414,2,590.0,0.0,400.0,1123.77,27,0,3,1,1,0,0.0,713.0
LL-I-15183144,2,681.0,0.0,300.0,859.49,17,4,10,3,1,0,0.0,547.0
LL-I-05167890,4,681.0,0.0,300.0,1008.52,13,0,3,3,1,0,0.0,769.0
LL-I-04174321,0,590.0,0.0,400.0,1202.94,33,0,3,1,1,0,153.0,511.0
LL-I-13834900,3,680.0,0.0,1250.0,4563.51,34,4,25,1,1,0,0.0,812.0
LL-I-12634771,4,645.0,0.0,500.0,1705.72,29,0,3,1,1,0,3.0,614.0
LL-I-02696159,0,360.0,0.0,500.0,1077.91,12,4,100,3,1,0,20.0,816.0
LL-I-12497850,4,590.0,0.0,600.0,1918.89,28,4,6,1,1,0,0.0,764.0
LL-I-01747934,4,590.0,0.0,400.0,1208.36,27,0,3,1,1,0,0.0,735.0
LL-I-12375349,0,590.0,0.0,600.0,1723.92,3,0,3,1,1,0,2.0,586.0
LL-I-03527093,0,360.0,0.0,700.0,1394.14,12,4,100,1,1,0,2.0,813.0
LL-I-09698638,0,531.0,1.0,1000.0,2680.98,27,6,0,1,1,0,5.0,781.0
LL-I-15155048,0,645.0,0.0,500.0,1608.08,24,0,3,3,1,0,0.0,780.0
LL-I-14463240,0,645.0,0.0,350.0,1057.92,2,0,6,1,1,0,3.0,504.0
LL-I-07360420,4,360.0,0.0,500.0,1066.14,12,4,40,1,1,0,3.0,852.0
LL-I-16937139,0,625.0,0.0,350.0,1153.78,27,0,3,1,1,0,0.0,537.0
LL-I-18213363,0,475.0,0.0,1000.0,2701.35,19,4,40,1,1,0,132.0,721.0
LL-I-12105363,0,590.0,0.0,350.0,1136.69,26,0,3,3,1,0,2.0,591.0
LL-I-13029662,2,199.0,0.0,3500.0,7996.62,3,7,0,1,1,0,52.0,837.0
LL-I-17757447,0,645.0,1.0,1800.0,6222.57,7,6,0,1,1,0,0.0,716.0
LL-I-14366263,0,645.0,0.0,500.0,1704.58,7,0,6,1,1,0,2.0,716.0
LL-I-07788376,0,525.0,0.0,350.0,916.84,35,0,6,1,1,0,0.0,411.0
LL-I-17945616,0,645.0,0.0,800.0,2572.53,25,4,25,3,1,0,0.0,601.0
LL-I-17873885,0,645.0,0.0,1250.0,3838.09,24,4,40,1,1,0,1.0,805.0
LL-I-12348750,4,590.0,0.0,400.0,1254.06,29,4,6,1,1,0,0.0,776.0
LL-I-01231303,0,500.0,0.0,700.0,1665.69,27,4,60,1,1,0,22.0,777.0
LL-I-07608143,0,500.0,2.0,750.0,1875.04,27,6,0,1,1,1,10.0,777.0
LL-I-17742587,0,680.0,0.0,500.0,1826.44,34,0,3,1,1,0,2.0,606.0
LL-I-18298657,4,546.875,1.0,300.0,892.33,27,6,0,1,1,0,42.0,526.0
LL-I-14998400,4,645.0,0.0,600.0,1995.72,14,6,0,1,1,0,3.0,839.0
LL-I-17031229,0,360.0,0.0,500.0,1139.89,12,4,10,1,1,0,0.0,779.0
LL-I-01457123,0,390.0,0.0,800.0,1784.35,34,4,100,1,1,0,0.0,781.0
LL-I-16479664,0,359.0,0.0,1500.0,2934.95,36,4,25,1,1,0,0.0,915.0
LL-I-11883005,2,251.0,0.0,2600.0,6563.9,3,7,0,1,1,0,66.0,827.0
LL-I-06511923,0,360.0,0.0,500.0,1078.44,12,0,3,1,1,0,20.0,515.0
LL-I-16281018,0,359.0,0.0,1250.0,2526.68,36,4,25,1,1,0,0.0,733.0
LL-I-05466688,0,601.0,0.0,600.0,1684.87,21,0,6,1,1,0,0.0,839.0
LL-I-00841323,0,590.0,0.0,300.0,856.5,19,6,0,1,1,0,317.0,771.0
LL-I-12722884,4,590.0,1.0,500.0,1545.16,5,6,0,1,1,0,1.0,835.0
LL-I-12219351,4,590.0,0.0,350.0,1119.22,5,0,3,1,1,0,6.0,835.0
LL-I-13978183,3,680.0,0.0,300.0,967.35,34,7,0,3,1,0,3.0,454.0
LL-I-05962170,0,360.0,0.0,400.0,810.34,12,4,25,1,1,0,4.0,798.0
LL-I-17556366,4,360.0,0.0,1250.0,2769.4,12,4,10,1,1,0,44.0,868.0
LL-I-16485822,0,359.0,0.0,500.0,1018.77,36,0,3,1,1,0,0.0,734.0
LL-I-06761942,4,601.0,0.0,900.0,2730.5,21,0,6,3,1,0,41.0,786.0
LL-I-05961518,0,490.0,0.0,500.0,1203.58,19,0,10,1,1,0,0.0,666.0
LL-I-07450049,0,590.0,0.0,200.0,615.1,33,0,10,1,1,0,21.0,565.0
LL-I-17435708,0,180.2,0.0,500.0,748.87,4,4,40,1,1,0,55.0,741.0
LL-I-14789390,0,645.0,0.0,350.0,1210.0,24,4,10,1,1,0,0.0,693.0
LL-I-02804195,0,590.0,0.0,800.0,2282.82,27,4,75,1,1,0,29.0,813.0
LL-I-13739645,0,570.32,1.0,500.0,1570.17,27,4,10,3,1,0,0.0,490.0
LL-I-17789273,3,680.0,0.0,500.0,1767.41,34,4,40,1,1,0,0.0,586.0
LL-I-03474425,0,360.0,0.0,700.0,1419.68,12,4,100,1,1,0,0.0,827.0
LL-I-04322690,0,360.0,1.0,850.0,1800.67,12,6,0,1,1,0,0.0,827.0
LL-I-14254733,4,645.0,0.0,1000.0,3429.01,29,4,25,1,1,0,0.0,841.0
LL-I-04952251,0,650.0,0.0,350.0,1028.72,13,0,3,1,1,0,0.0,628.0
LL-I-15055029,0,645.0,0.0,350.0,1216.97,5,6,0,1,1,0,86.0,568.0
LL-I-12590427,2,645.0,0.0,600.0,1915.29,15,0,3,1,1,0,19.0,773.0
LL-I-02509850,0,449.99,0.0,800.0,1965.17,38,4,200,1,1,0,22.0,838.0
LL-I-12521200,0,590.0,0.0,1000.0,2998.23,37,4,25,1,1,0,0.0,915.0
LL-I-09057494,0,449.99,0.0,350.0,702.74,38,0,6,1,1,0,9.0,652.0
LL-I-13592681,0,645.0,0.0,400.0,1267.15,2,4,6,1,1,0,0.0,
LL-I-06739511,4,601.0,0.0,600.0,1810.54,21,0,3,1,1,0,258.0,585.0
LL-I-17848628,0,645.0,0.0,700.0,2149.83,24,4,25,3,1,0,0.0,709.0
LL-I-10094392,4,510.0,1.0,900.0,2561.8,31,6,0,1,1,0,6.0,494.0
LL-I-10665400,2,390.0,2.0,750.0,1805.46,34,7,0,1,1,0,38.0,489.0
LL-I-03942178,0,475.0,1.0,400.0,910.01,27,4,10,3,1,0,180.0,856.0
LL-I-00315038,0,475.0,0.0,700.0,1725.38,27,4,6,1,1,0,124.0,856.0
LL-I-07930820,0,625.0,0.0,500.0,1476.43,27,4,25,1,1,0,9.0,870.0
LL-I-09755688,0,562.5,4.0,300.0,927.12,17,6,0,3,1,0,21.0,699.0
LL-I-07839020,0,650.0,3.0,350.0,1060.84,17,6,0,1,1,0,4.0,699.0
LL-I-07347292,0,650.0,1.0,200.0,664.47,17,6,0,1,1,0,75.0,699.0
LL-I-06709975,0,650.0,0.0,350.0,1162.85,17,0,3,1,1,0,91.0,699.0
LL-I-05240598,0,360.0,0.0,500.0,1067.97,12,4,75,1,1,0,145.0,835.0
LL-I-07788115,0,525.0,0.0,400.0,1119.66,26,0,6,1,1,0,43.0,409.0
LL-I-17907799,4,645.0,0.0,600.0,2067.59,24,4,40,1,1,0,0.0,664.0
LL-I-08079588,0,324.0,1.0,800.0,1561.69,12,6,0,1,1,0,2.0,821.0
LL-I-03530943,0,360.0,0.0,600.0,1271.34,12,4,75,1,1,0,0.0,821.0
LL-I-17763823,0,359.0,0.0,900.0,1803.92,36,4,10,3,1,0,0.0,701.0
LL-I-13898331,4,645.0,0.0,350.0,1206.55,24,4,10,1,1,0,0.0,541.0
LL-I-12548003,0,645.0,0.0,600.0,2096.57,37,4,6,1,1,0,168.0,811.0
LL-I-02279103,1,360.0,0.0,500.0,933.68,12,0,3,1,1,0,3.0,838.0
LL-I-16648915,2,600.0,0.0,800.0,2518.27,31,4,25,3,1,0,0.0,613.0
LL-I-13425366,0,590.0,0.0,600.0,1737.4,33,4,25,1,1,0,0.0,744.0
LL-I-12845889,0,645.0,0.0,400.0,1305.38,7,0,10,1,1,0,0.0,646.0
LL-I-11375015,0,590.0,1.0,1000.0,3206.67,26,6,0,1,1,0,7.0,761.0
LL-I-10356556,0,590.0,0.0,800.0,2331.8,26,4,40,1,1,0,10.0,761.0
LL-I-14944989,0,645.0,0.0,500.0,1535.47,7,4,25,1,1,0,0.0,525.0
LL-I-08483941,0,449.99,2.0,600.0,1234.49,38,6,0,1,1,0,10.0,791.0
LL-I-02984228,2,449.99,0.0,400.0,982.16,38,0,10,1,1,0,0.0,791.0
LL-I-09060818,0,449.99,3.0,600.0,998.6,38,6,0,1,1,0,1.0,791.0
LL-I-06763794,0,449.99,1.0,400.0,863.92,38,6,0,1,1,0,2.0,791.0
LL-I-04098408,4,590.0,0.0,400.0,1193.86,17,4,40,1,1,0,0.0,754.0
LL-I-12548816,4,590.0,0.0,350.0,1113.56,24,0,3,1,1,0,0.0,737.0
LL-I-07419191,0,590.0,0.0,350.0,958.13,33,0,6,1,1,0,1.0,510.0
LL-I-12123143,0,360.0,0.0,500.0,1074.14,12,0,3,1,1,0,7.0,540.0
LL-I-17595901,0,590.0,0.0,500.0,1582.72,38,4,40,1,1,0,1.0,705.0
LL-I-17624627,0,360.0,0.0,500.0,1074.14,12,0,3,1,1,0,15.0,657.0
LL-I-05340856,0,360.0,0.0,350.0,760.44,12,0,6,1,1,0,38.0,462.0
LL-I-07426319,4,590.0,2.0,900.0,2646.06,17,6,0,1,1,0,0.0,773.0
LL-I-06602992,4,590.0,1.0,875.0,2487.32,17,6,0,1,1,0,0.0,773.0
LL-I-07788201,4,590.0,3.0,1250.0,3716.85,17,6,0,1,1,0,0.0,773.0
LL-I-08196662,2,516.25,4.0,1562.0,4403.92,17,4,40,1,1,0,64.0,773.0
LL-I-10727060,0,306.0,2.0,1062.0,2026.28,12,6,0,1,1,0,1.0,624.0
LL-I-17753715,0,306.0,4.0,900.0,1717.14,12,6,0,1,1,0,3.0,624.0
LL-I-12104405,0,306.0,3.0,1327.0,2491.98,12,6,0,1,1,0,1.0,624.0
LL-I-04897059,0,601.0,0.0,600.0,1805.68,21,0,10,3,1,0,66.0,441.0
LL-I-08644590,0,324.0,1.0,1400.0,2755.71,12,6,0,1,1,0,22.0,841.0
LL-I-03822636,0,360.0,0.0,700.0,1382.31,12,4,100,1,1,0,21.0,841.0
LL-I-17946055,4,645.0,0.0,700.0,2350.22,24,4,25,1,1,0,0.0,760.0
LL-I-17782423,4,359.0,0.0,1000.0,2015.98,36,4,40,1,1,0,22.0,904.0
LL-I-12666825,0,680.0,0.0,1000.0,3197.18,34,4,10,1,1,0,1.0,848.0
LL-I-08485486,0,525.0,0.0,500.0,1320.91,39,0,6,1,1,0,11.0,573.0
LL-I-01641132,0,550.0,0.0,350.0,1019.41,27,0,6,3,1,0,0.0,755.0
LL-I-18116201,0,359.0,0.0,500.0,962.19,36,0,3,1,1,0,4.0,640.0
LL-I-17854907,4,681.0,0.0,300.0,1038.1,27,0,3,3,1,0,17.0,509.0
LL-I-10726716,0,360.0,0.0,400.0,836.39,12,4,40,1,1,0,1.0,717.0
LL-I-07098397,4,601.0,0.0,800.0,2453.52,21,0,3,1,1,0,2.0,619.0
LL-I-17540436,4,490.0,0.0,1000.0,2734.94,19,4,40,1,1,0,6.0,744.0
LL-I-08198354,4,360.0,0.0,400.0,886.15,12,0,3,1,1,0,4.0,744.0
LL-I-12902410,4,590.0,0.0,300.0,953.7,13,0,3,1,1,0,0.0,768.0
LL-I-16700756,0,359.0,0.0,1800.0,3551.08,36,4,25,3,1,0,0.0,914.0
LL-I-07264809,0,590.0,0.0,700.0,1998.55,13,4,40,1,1,0,662.0,778.0
LL-I-02232149,4,490.0,0.0,500.0,1274.98,19,0,6,1,1,0,38.0,482.0
LL-I-07613874,0,449.99,0.0,350.0,611.0,38,0,6,1,1,0,96.0,547.0
LL-I-07314803,4,601.0,0.0,1250.0,3729.93,31,6,0,1,1,0,3.0,735.0
LL-I-16495792,0,590.0,0.0,600.0,1762.1,27,4,25,1,1,0,0.0,660.0
LL-I-01634961,0,390.0,0.0,300.0,644.49,34,0,3,3,1,0,20.0,540.0
LL-I-14818657,4,590.0,0.0,550.0,1712.01,13,0,6,1,1,0,2.0,723.0
LL-I-12707247,4,680.0,0.0,350.0,1268.41,34,0,3,3,1,0,237.0,510.0
LL-I-09367013,0,360.0,0.0,500.0,1035.46,12,4,40,1,1,0,123.0,768.0
LL-I-14563520,0,590.0,0.0,500.0,1509.86,27,4,10,3,1,0,0.0,662.0
LL-I-06707919,0,360.0,0.0,400.0,797.18,12,0,3,1,1,0,138.0,565.0
LL-I-17076621,0,650.0,0.0,300.0,1036.72,27,0,3,1,1,0,22.0,534.0
LL-I-12949962,0,645.0,0.0,400.0,1397.69,18,4,25,3,1,0,0.0,704.0
LL-I-09043430,0,590.0,1.0,350.0,1034.75,19,6,0,1,1,0,16.0,709.0
LL-I-06901994,0,590.0,0.0,400.0,1126.39,19,0,6,1,1,0,4.0,709.0
LL-I-13999090,0,590.0,0.0,500.0,1603.29,38,0,6,1,1,0,167.0,632.0
LL-I-18267857,0,680.0,0.0,1800.0,6134.13,34,4,40,1,1,0,0.0,931.0
LL-I-07709498,4,681.0,0.0,350.0,1131.73,33,0,6,1,1,0,0.0,629.0
LL-I-17690319,0,590.0,0.0,350.0,1064.18,19,4,25,1,1,0,0.0,556.0
LL-I-04367078,0,601.0,0.0,600.0,1637.83,21,0,6,1,1,1,17.0,554.0
LL-I-12264228,3,590.0,0.0,700.0,2004.83,29,4,6,3,1,0,3.0,790.0
LL-I-00926618,0,525.0,0.0,400.0,1034.77,27,4,170,1,1,0,44.0,798.0
LL-I-17931819,0,590.0,0.0,1850.0,5999.42,27,4,25,3,1,0,0.0,923.0
LL-I-12759624,0,645.0,0.0,500.0,1755.78,26,0,6,1,1,0,8.0,581.0
LL-I-06725496,0,590.0,2.0,625.0,1912.11,17,6,0,1,1,0,0.0,373.0
LL-I-05962803,0,590.0,0.0,400.0,1122.32,17,0,3,1,1,0,4.0,373.0
LL-I-06336931,0,590.0,1.0,500.0,1537.75,17,6,0,1,1,0,0.0,373.0
LL-I-14367057,4,390.0,0.0,500.0,1159.75,19,4,25,1,1,0,1.0,830.0
LL-I-14659469,3,645.0,0.0,400.0,1367.85,14,4,25,1,1,0,0.0,447.0
LL-I-02771324,0,360.0,0.0,400.0,789.52,12,0,6,1,1,0,1.0,444.0
LL-I-07325167,0,590.0,0.0,300.0,903.54,19,0,6,1,1,0,157.0,353.0
LL-I-16972135,0,360.0,0.0,600.0,1288.87,12,4,25,3,1,0,0.0,659.0
LL-I-12401169,4,590.0,0.0,350.0,1124.87,2,0,3,1,1,0,0.0,708.0
LL-I-12363371,4,590.0,0.0,400.0,1235.8,1,0,3,1,1,0,0.0,519.0
LL-I-14356565,0,645.0,0.0,1000.0,3119.09,2,4,25,1,1,0,1.0,795.0
LL-I-17469040,0,359.0,0.0,500.0,1026.88,36,4,10,1,1,0,0.0,650.0
LL-I-14857267,0,645.0,0.0,350.0,1210.0,29,4,25,3,1,0,2.0,760.0
LL-I-12540646,4,680.0,0.0,500.0,1803.12,34,4,6,1,1,0,0.0,690.0
LL-I-06658107,2,360.0,0.0,750.0,1366.67,12,0,3,1,1,0,52.0,818.0
LL-I-17900129,4,180.2,0.0,500.0,776.83,4,4,40,3,1,0,2.0,615.0
LL-I-06231305,0,449.99,0.0,600.0,1240.67,38,6,0,1,1,0,47.0,802.0
LL-I-17792421,2,180.2,0.0,500.0,793.94,4,0,3,1,1,0,2.0,741.0
LL-I-14335833,4,645.0,0.0,1000.0,3411.34,7,0,3,1,1,0,1.0,776.0
LL-I-12752464,0,241.0,0.0,3250.0,8557.17,3,7,0,1,1,0,18.0,871.0
LL-I-02778166,0,590.0,0.0,500.0,1328.47,27,0,6,1,1,0,0.0,701.0
LL-I-05316347,0,650.0,0.0,350.0,1074.02,27,0,10,3,1,0,0.0,716.0
LL-I-05244643,0,601.0,0.0,600.0,1660.73,21,0,6,1,1,0,0.0,752.0
LL-I-06373075,4,590.0,0.0,400.0,1208.81,27,6,0,1,1,0,33.0,770.0
LL-I-10249597,4,552.5,1.0,500.0,1498.41,27,6,0,1,1,0,2.0,770.0
LL-I-18424643,3,600.0,0.0,800.0,2577.04,31,0,3,3,1,0,5.0,659.0
LL-I-09334471,0,441.0,1.0,625.0,1598.12,19,6,0,1,1,0,18.0,622.0
LL-I-17411996,0,360.0,0.0,400.0,897.47,12,4,25,1,1,0,0.0,746.0
LL-I-16088373,4,490.0,0.0,1000.0,2717.22,19,4,25,3,1,0,77.0,698.0
LL-I-05187552,0,601.0,0.0,600.0,1640.36,21,0,6,3,1,0,4.0,562.0
LL-I-05350674,0,590.0,0.0,800.0,2476.85,17,4,75,1,1,0,7.0,858.0
LL-I-09502159,0,360.0,1.0,300.0,644.48,12,6,0,1,1,0,4.0,614.0
LL-I-17857383,4,645.0,0.0,500.0,1689.87,24,4,40,1,1,0,138.0,710.0
LL-I-16099140,0,590.0,0.0,500.0,1489.13,27,0,6,1,1,0,2.0,616.0
LL-I-12236121,3,590.0,0.0,400.0,1132.78,7,0,3,1,1,0,23.0,622.0
LL-I-12711251,0,590.0,2.0,900.0,2848.58,20,8,0,0,1,0,0.0,807.0
LL-I-12557458,0,360.0,0.0,500.0,1054.99,12,0,3,1,1,0,12.0,666.0
LL-I-12687895,0,590.0,0.0,400.0,1141.59,27,4,25,1,1,0,0.0,546.0
LL-I-17222815,0,645.0,2.0,750.0,2620.8,7,6,0,1,1,0,47.0,552.0
LL-I-16579121,0,645.0,1.0,500.0,1559.57,7,6,0,1,1,0,0.0,552.0
LL-I-15498506,0,645.0,0.0,400.0,1267.15,7,4,10,1,1,0,0.0,552.0
LL-I-17565857,0,680.0,0.0,500.0,1826.44,34,4,40,1,1,0,120.0,638.0
LL-I-16577388,0,645.0,0.0,800.0,2495.04,25,6,0,1,1,0,1.0,760.0
LL-I-09240530,0,590.0,0.0,1350.0,4354.36,27,6,0,1,1,0,3.0,842.0
LL-I-17432898,0,180.2,0.0,500.0,784.57,4,4,40,1,1,0,0.0,633.0
LL-I-02340131,0,601.0,0.0,700.0,2025.91,31,0,6,1,1,0,0.0,635.0
LL-I-09503086,4,590.0,0.0,700.0,2239.2,26,4,6,3,1,0,20.0,775.0
LL-I-13073819,0,199.0,0.0,3500.0,7917.32,3,7,0,3,1,0,0.0,833.0
LL-I-04493146,1,590.0,0.0,800.0,2186.71,13,4,40,1,1,0,5.0,753.0
LL-I-09109807,0,590.0,0.0,400.0,1273.26,13,0,3,1,1,0,167.0,554.0
LL-I-12445282,0,680.0,0.0,500.0,1826.44,34,0,6,1,1,0,49.0,639.0
LL-I-05680276,4,681.0,0.0,350.0,1183.02,33,6,0,1,1,0,13.0,817.0
LL-I-12484489,0,590.0,0.0,500.0,1631.82,29,4,25,1,1,0,2.0,836.0
LL-I-16369354,0,590.0,4.0,500.0,1631.82,29,6,0,1,1,0,0.0,836.0
LL-I-13889972,0,590.0,2.0,400.0,1199.45,29,6,0,1,1,0,0.0,836.0
LL-I-13696719,0,645.0,0.0,300.0,964.89,7,0,10,1,1,0,99.0,587.0
LL-I-06026614,0,601.0,0.0,600.0,1713.05,21,4,10,1,1,0,27.0,806.0
